genus,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
Mazosia,lichenized,,
Neosergipea,lichenized,,
Ocellomma,lichenized,,
Protoroccella,lichenized,,
Pseudolecanactis,lichenized,,
Pseudoschismatomma,lichenized,,
Psoronactis,lichenized,,
Pulvinodecton,lichenized,,
Roccella,lichenized,,
Roccellaria,lichenized,,
Roccellina,lichenized,,
Sagenidiopsis,lichenized,,
Schismatomma,lichenized,,
Sigridea,lichenized,,
Simonyella,lichenized,,
Sipmania,lichenized,,
Streimannia,lichenized,,
Syncesia,lichenized,,
Tania,lichenized,,
Vigneronia,lichenized,,
Angiactis,lichenized,,
Arthophacopsis,lichen_parasite,,
Bactrospora,lichenized,,
Bryostigma,lichenized,,
Catarraphia,lichenized,,
Dimidiographa,lichenized,,
Felipes,lichenized,,
Fulvophyton,lichenized,,
Glyphopsis,lichenized,,
Gossypiothallon,lichenized,,
Helminthocarpon,lichenized,,
Hormosphaeria,lichenized,,
Minksia,lichenized,,
Nipholepis,epiphyte,,
Paradoxomyces,lichen_parasite,,
Perigrapha,lichen_parasite,,
Phacothecium,lichen_parasite,,
Phoebus,lichenized,,
Roccellographa,lichenized,,
Sporostigma,lichenized,,
Synarthonia,lichenized,,
Synarthothelium,lichenized,,
Tarbertia,unspecified_saprotroph,,
Trichophyma,lichen_parasite,,
Tylophorella,lichenized,,
Wegea,unspecified_saprotroph,,
Etayoa,lichen_parasite,,
Lichenostigma,lichen_parasite,,
Phaeococcomyces,unspecified_saprotroph,,
Seuratia,plant_pathogen,,
Abropelta,unspecified_symbiotroph,,
Acarella,foliar_endophyte,,
Acarellina,unspecified_symbiotroph,,
Acaroconium,lichen_parasite,,
Acarocybe,unspecified_symbiotroph,,
Acarocybella,unspecified_symbiotroph,,
Acarocybellina,unspecified_symbiotroph,,
Acarocybiopsis,wood_saprotroph,,
Acaropeltis,unspecified_symbiotroph,,
Achoropeltis,unspecified_symbiotroph,,
Acleistia,unspecified_saprotroph,,
Acontium,,,
Acrodictyella,wood_saprotroph,,
Acrodictyopsis,litter_saprotroph,,
Acrodontiella,plant_pathogen,,
Acrophragmis,wood_saprotroph,,
Acrostaurus,wood_saprotroph,,
Actinocladium,litter_saprotroph,,
Actinotexis,unspecified_symbiotroph,,
Actinothecium,plant_pathogen,,
Actinothyrium,litter_saprotroph,,
Acumispora,litter_saprotroph,,
Agaricodochium,plant_pathogen,,
Agarwalomyces,plant_pathogen,,
Agrabeeja,plant_pathogen,,
Agyriella,wood_saprotroph,,
Agyriellopsis,wood_saprotroph,,
Ahmadia,,,
Ajrekarella,litter_saprotroph,,
Alciphila,litter_saprotroph,,
Algonquinia,wood_saprotroph,,
Allantophomoides,plant_pathogen,,
Allophoron,,,
Allothyriella,,,
Allothyrina,,,
Allothyriopsis,,,
Alpakesa,litter_saprotroph,,
Alpakesiopsis,,,
Alveariospora,,,
Alveophoma,,,
Alysidiopsis,,,
Amallospora,,,
Ameroconium,lichen_parasite,,
Amerodiscosiella,,,
Amerodiscosiellina,,,
Amerosporiopsis,,,
Amerosympodula,,,
Amoenodochium,,,
Amoenomyces,,,
Amphichaetella,,,
Amphophialis,,,
Amphoropycnium,,,
Ampullicephala,,,
Ampulliferina,,,
Anabahusakala,,,
Anacraspedodidymum,,,
Anaexserticlava,,,
Anaphysmene,,,
Anarhyma,,,
Anaselenosporella,,,
Anaseptoidium,,,
Anaverticicladus,,,
Ancoraspora,,,
Ancorasporella,,,
Angiopomopsis,,,
Angulimaya,unspecified_saprotroph,,
Angulospora,litter_saprotroph,,
Annellodentimyces,,,
Annellodochium,,,
Annellophorella,,,
Annellospermosporella,,,
Antennatula,unspecified_pathotroph,,
Anthracoderma,,,
Antimanoa,,,
Antromyces,,,
Anulohypha,,,
Aoria,,,
Aphanofalx,,,
Apiotypa,,,
Apogloeum,,,
Apomelasmia,,,
Aporellula,,,
Aposporella,animal_parasite,,
Apostrasseria,unspecified_saprotroph,,
Arachnophora,,,
Arachnospora,,,
Arborillus,lichen_parasite,,
Arborispora,,,
Ardhachandra,,,
Argentinomyces,,,
Arthromoniliphora,,,
Arthropycnis,,,
Arthrowallemia,,,
Articulophora,,,
Ascochytopsis,,,
Ascochytulina,,,
Ascofascicula,,,
Ascomauritiana,,,
Ascosubramania,unspecified_saprotroph,,
Ashtaangam,,,
Aspilaima,,,
Astelechia,,,
Asterinothyriella,,,
Asterinothyrium,,,
Asteroconium,,,
Asteroglobulus,lichen_parasite,,
Asterophoma,unspecified_saprotroph,,
Asteroscutula,,,
Asterostomopora,,,
Asterostomopsis,,,
Asterostomula,,,
Asterostomulina,,,
Astomella,,,
Astronatelia,,,
Atractilina,,,
Atractobolus,,,
Atrosetaphiale,,,
Atrosynnema,,,
Aurosphaeria,,,
Avesicladiella,,,
Avettaea,unspecified_saprotroph,,
Bacillopeltis,,,
Bactridium,,,
Bactrodesmiella,,,
Baculospora,,,
Badarisama,,,
Bahuchashaka,,,
Bahugada,,,
Bahukalasa,,,
Balaniopsis,,,
Balanium,,,
Barbarosporina,,,
Barnettella,,,
Basauxia,,,
Batistina,,,
Batistospora,,,
Beccopycnidium,,,
Beejadwaya,,,
Belemnospora,,,
Bellulicauda,unspecified_saprotroph,,
Beltramono,,,
Beltraniomyces,,,
Beniowskia,plant_pathogen,,
Benjpalia,,,
Berggrenia,soil_saprotroph,,
Bhadradriella,,,
Bhadradriomyces,,,
Bharatheeya,,,
Bhatia,,,
Bibanasiella,,,
Bicoloromyces,lichen_parasite,,
Biflagellospora,,,
Biflagellosporella,,,
Biflua,,,
Bimeris,,,
Bioconiosporium,,,
Biophomopsis,,,
Bisbyopeltis,plant_pathogen,,
Bisseomyces,,,
Blastocatena,,,
Blastodictys,,,
Blastofusarioides,,,
Blastophragma,,,
Blennoria,,,
Blennoriopsis,,,
Bleptosporium,unspecified_saprotroph,,
Blodgettia,,,
Bostrichonema,,,
Botryodiplodina,,,
Botryomonilia,,,
Botryostroma,plant_pathogen,,
Brachycephala,,,
Brachydesmiella,,,
Brachysporiellina,,,
Brachysporiopsis,,,
Braunomyces,,,
Brefeldiopycnis,,,
Brencklea,unspecified_saprotroph,,
Brevicatenospora,,,
Briania,,,
Briosia,plant_pathogen,,
Brycekendrickia,,,
Bryophytomyces,unspecified_saprotroph,,
Bulbilopycnis,,,
Bulbocatenospora,,,
Bullaserpens,,,
Cacumisporium,wood_saprotroph,,
Caeruleoconidia,lichen_parasite,,
Calcarispora,,,
Calceispora,,,
Callistospora,unspecified_saprotroph,,
Calocline,,,
Calongeomyces,lichen_parasite,,
Camaroglobulus,unspecified_saprotroph,,
Camaropycnis,unspecified_saprotroph,,
Camarosporellum,unspecified_saprotroph,,
Camarosporiopsis,unspecified_saprotroph,,
Camposporidium,,,
Candelabrum,,,
Candelosynnema,,,
Capitorostrum,plant_pathogen,,
Capnofrasera,sooty_mold,,
Capnosporium,,,
Capsicumyces,,,
Carnegieispora,lichen_parasite,,
Carnia,,,
Carrismyces,,,
Casaresia,unspecified_saprotroph,,
Castanedaea,unspecified_saprotroph,,
Catenocuneiphora,,,
Catenophora,,,
Catenophoropsis,,,
Catenosubulispora,,,
Catenosynnema,,,
Catenulaster,,,
Catinopeltis,,,
Cecidiomyces,lichen_parasite,,
Ceeveesubramaniomyces,,,
Ceratophorum,,,
Ceratopycnis,unspecified_saprotroph,,
Ceratosporium,unspecified_saprotroph,,
Ceuthodiplospora,unspecified_saprotroph,,
Ceuthosira,,,
Ceuthosporella,,,
Chaetendophragmia,,,
Chaetoblastophorum,,,
Chaetochalara,unspecified_saprotroph,,
Chaetocytostroma,,,
Chaetodiplis,,,
Chaetodiplodina,,,
Chaetopeltaster,,,
Chaetophiophoma,,,
Chaetoplaca,unspecified_pathotroph,,
Chaetoseptoria,plant_pathogen,,
Chalarodendron,,,
Chalarodes,,,
Characonidia,,,
Charomyces,,,
Chasakopama,,,
Cheiroidea,,,
Cheiromycella,unspecified_saprotroph,,
Cheiromyceopsis,,,
Cheiropolyschema,,,
Chiastospora,,,
Chithramia,,,
Chlamydopsis,,,
Choanatiara,,,
Choreospora,lichen_parasite,,
Chrysachne,,,
Chrysalidopsis,,,
Chryseidea,,,
Ciferria,,,
Ciferrina,,,
Ciferriopeltis,,,
Ciferrioxyphium,unspecified_saprotroph,,
Ciliochora,unspecified_saprotroph,,
Ciliophora,,,
Ciliophorella,,,
Ciliosporella,,,
Circinoconiopsis,,,
Circinoconis,,,
Cissococcomyces,,,
Civisubramaniania,,,
Cladoconidium,,,
Cladoniicola,lichen_parasite,,
Cladosphaera,,,
Cladosporiopsis,,,
Clasteropycnis,,,
Clathroconium,,,
Clauzadeomyces,lichen_parasite,,
Clavariana,,,
Cleistocystis,,,
Cleistonium,unspecified_saprotroph,,
Cleistophoma,,,
Clypeochorella,,,
Clypeolum,,,
Clypeopatella,,,
Clypeophialophora,,,
Clypeopycnis,,,
Clypeoseptoria,plant_pathogen,,
Clypeostagonospora,plant_pathogen,,
Coccogloeum,foliar_endophyte,,
Codonmyces,lichen_parasite,,
Colemaniella,,,
Coleodictyospora,,,
Coleoseptoria,,,
Colletosporium,,,
Collostroma,,,
Columnodomus,,,
Columnothyrium,,,
Comatospora,,,
Comocephalum,,,
Complexipes,unspecified_saprotroph,,
Coniambigua,lichen_parasite,,
Conioscyphopsis,,,
Conjunctospora,,,
Conostoma,,,
Conostroma,plant_pathogen,,
Consetiella,,,
Cornucopiella,,,
Cornutispora,lichen_parasite,,
Cornutostilbe,,,
Corynecercospora,,,
Coryneliella,,,
Corynesporella,,,
Corynesporina,,,
Costanetoa,,,
Crandallia,plant_pathogen,,
Craneomyces,,,
Craspedodydimella,,,
Creodiplodina,foliar_endophyte,,
Creonecte,,,
Creoseptoria,,,
Creothyriella,,,
Cribropeltis,,,
Crinigera,,,
Crustodiplodina,,,
Cryptoceuthospora,,,
Cryptocoryneopsis,,,
Cryptumbellata,,,
Ctenosporium,,,
Cubasina,,,
Curucispora,,,
Curvulariopsis,,,
Cyanopatella,,,
Cyanopyrenia,,,
Cyclomarsonina,,,
Cylindrogloeum,,,
Cylindromyces,,,
Cylindrothyrium,,,
Cylindroxyphium,,,
Cyrtidium,,,
Cyrtidula,,,
Cyrtopsis,,,
Cystodium,,,
Cystotricha,,,
Cytodiscula,,,
Cytogloeum,,,
Cytonaema,,,
Cytoplacosphaeria,,,
Cytosphaera,plant_pathogen,,
Cyttariella,plant_pathogen,,
Dactylifera,,,
Dactylosporium,wood_saprotroph,,
Dasysticta,,,
Davisiella,mycoparasite,,
Dearnessia,plant_pathogen,,
Deichmannia,lichen_parasite,,
Delortia,,,
Dendrodomus,,,
Dendrographiella,,,
Dendrographium,,,
Dendryphiosphaera,,,
Dennisographium,,,
Denticularia,,,
Dentocircinomyces,,,
Descalsia,,,
Dexhowardia,,,
Diaboliumbilicus,,,
Diademospora,,,
Diarimella,,,
Dichelostroma,,,
Dicholobodigitus,,,
Dichotomophthoropsis,,,
Dichotophora,,,
Dictyoceratosporella,,,
Dictyodesmium,,,
Dictyophrynella,lichen_parasite,,
Dictyopolyschema,,,
Dictyorostrella,,,
Dictyospiropes,,,
Dictyotrichocladium,,,
Didymochaetina,,,
Didymochora,unspecified_saprotroph,,
Didymopsis,,,
Didymosporina,,,
Diedickea,,,
Digicatenosporium,,,
Digitoramispora,,,
Dimastigosporium,,,
Diplocladiella,,,
Diplodinis,unspecified_saprotroph,,
Diplodinula,,,
Diploplenodomus,,,
Diplosporonema,plant_pathogen,,
Diplozythiella,,,
Dipyrgis,,,
Discogloeum,,,
Discomycetoidea,,,
Discosiellina,,,
Discosporina,,,
Discozythia,,,
Discotheciella,,,
Distophragmia,,,
Ditangifibula,,,
Domingoella,,,
Dothideodiplodia,,,
Dothioropsis,,,
Drudeola,,,
Drumopama,,,
Dryosphaera,,,
Dualomyces,,,
Dwayabeeja,,,
Dwayaloma,,,
Dwayalomella,,,
Dwibahubeeja,,,
Dwibeeja,,,
Dwiroopella,,,
Ebollia,litter_saprotroph,,
Echinochondrium,,,
Echinoconidiophorum,,,
Eiona,,,
Elachopeltella,,,
Elattopycnis,,,
Elegantimyces,,,
Elletevera,unspecified_saprotroph,,
Ellisembiopsis,,,
Elotespora,,,
Embryonispora,,,
Enantioptera,,,
Endobotrya,,,
Endobotryella,,,
Endocolium,,,
Endoconospora,,,
Endogenospora,,,
Endophragmiopsis,,,
Endoplacodium,,,
Endoramularia,,,
Endosporoideus,,,
Endozythia,,,
Enerthidium,,,
Engelhardtiella,,,
Enridescalsia,,,
Enthallopycnidium,,,
Entoderma,,,
Epaphroconidia,lichen_parasite,,
Ephelidium,lichenized,,
Epiclinium,,,
Epicoccospora,,,
Epinephroma,,,
Episporogoniella,,,
Epistigme,,,
Epithyrium,,,
Eriocercospora,plant_pathogen,,
Eriocercosporella,unspecified_saprotroph,,
Eriomycopsis,mycoparasite,,
Eriospora,unspecified_saprotroph,,
Erispora,,,
Evanidomus,,,
Everniicola,lichen_parasite,,
Eversia,,,
Excipularia,,,
Exophoma,,,
Exosporella,,,
Exosporodiella,,,
Fairmaniella,unspecified_saprotroph,,
Farriolla,,,
Favostroma,,,
Feltgeniomyces,lichen_parasite,,
Fenestroconidia,lichen_parasite,,
Fissuricella,,,
Flabellocladia,,,
Flabellospora,,,
Flosculomyces,,,
Frigidispora,,,
Fujimyces,,,
Fuligomyces,,,
Fusamen,,,
Fuscophialis,,,
Fusicladosporium,plant_pathogen,,
Fusticeps,,,
Gaeumanniella,,,
Gallaicolichen,,,
Gampsonema,,,
Gangliophora,,,
Gangliostilbe,,,
Garnaudia,,,
Gaubaea,,,
Gelatinocrinis,,,
Gelatinopycnis,,,
Gemmulina,,,
Glaphyriopsis,,,
Glioannellodochium,,,
Glioblastocladium,,,
Globoconidiopsis,,,
Globoconidium,,,
Gloeocoryneum,foliar_endophyte,,
Gloeodes,plant_pathogen,,
Gloeosporiella,,,
Gloiosphaera,,,
Glutinium,,,
Gonidiomyces,,,
Goosiella,,,
Goosiomyces,,,
Grallomyces,,,
Graphiothecium,,,
Guedea,,,
Guelichia,unspecified_saprotroph,,
Gymnoxyphium,,,
Gyrophthorus,lichen_parasite,,
Hadronema,,,
Hadrosporium,,,
Hansfordiopeltis,plant_pathogen,,
Hansfordiopeltopsis,,,
Hapalosphaeria,plant_pathogen,,
Haplariopsis,,,
Haplolepis,,,
Haptocara,,,
Harpostroma,,,
Helensiella,,,
Helhonia,unspecified_saprotroph,,
Helicofilia,,,
Helicogoosia,,,
Helicominopsis,,,
Helicosingula,,,
Helicothyrium,,,
Heliscina,,,
Helminthosporiomyces,,,
Helochora,plant_pathogen,,
Hemicorynesporella,,,
Hemidothis,,,
Hemisphaeropsis,,,
Hendersoniella,unspecified_saprotroph,,
Hendersonina,unspecified_saprotroph,,
Hendersoniopsis,unspecified_saprotroph,,
Hendersonula,plant_pathogen,,
Hendersonulina,,,
Henfellra,,,
Henicospora,,,
Herposira,,,
Herreromyces,,,
Heterosporiopsis,,,
Heuflera,,,
Hexacladium,,,
Himantia,,,
Hinoa,,,
Hirudinaria,,,
Hobsoniopsis,lichen_parasite,,
Hoehneliella,unspecified_saprotroph,,
Holubovaea,,,
Homalopeltis,,,
Hormiokrypsis,,,
Hormiscioideus,,,
Hormocephalum,,,
Hormographis,,,
Hughesinia,,,
Hyalobelemnospora,litter_saprotroph,,
Hyalocamposporium,,,
Hyalocephalotrichum,,,
Hyalocladium,,,
Hyalocylindrophora,,,
Hyalodictyum,,,
Hyalohelicomina,,,
Hyalopleiochaeta,,,
Hyalopyrenia,lichenized,,
Hyalosynnema,,,
Hyalothyridium,plant_pathogen,,
Hydrometrospora,,,
Hymenella,,,
Hymeniopeltis,,,
Hymenobactron,,,
Hymenobia,lichen_parasite,,
Hyphodiscosioides,,,
Hyphopolynema,,,
Hyphostereum,,,
Hyphothyrium,,,
Hypnotheca,,,
Hypocline,,,
Hypodermina,,,
Hypogloeum,,,
Hypotrachynicola,lichen_parasite,,
Hysteridium,,,
Hysterodiscula,plant_pathogen,,
Hysteropycnis,,,
Ialomitzia,,,
Idiocercus,,,
Igneocumulus,,,
Imicles,,,
Impudentia,,,
Inesiosporium,,,
Inifatiella,,,
Intercalarispora,,,
Intralichen,lichen_parasite,,
Ionophragmium,,,
Irpicomyces,,,
Isariella,,,
Ischnostroma,,,
Isthmoconidium,lichen_parasite,,
Isthmophragmospora,,,
Isthmospora,unspecified_saprotroph,,
Isthmotricladia,,,
Ityorhoptrum,,,
Iyengarina,,,
Jahniella,,,
Javonarxia,,,
Jayarambhatia,,,
Jerainum,,,
Jubispora,,,
Junctospora,,,
Kalamarospora,,,
Kalchbrenneriella,lichen_parasite,,
Kaleidosporium,,,
Kamatella,unspecified_saprotroph,,
Kameshwaromyces,,,
Karsteniomyces,lichen_parasite,,
Katherinomyces,lichen_parasite,,
Keissleriomyces,lichen_parasite,,
Ketubakia,,,
Kionocephala,,,
Kmetia,,,
Kmetiopsis,,,
Knemiothyrium,,,
Kodonospora,,,
Kolletes,,,
Kontospora,,,
Kostermansinda,,,
Kostermansindiopsis,,,
Kramabeeja,,,
Kreiseliella,,,
Krishnamyces,,,
Kumanasamuha,,,
Kutilakesa,plant_pathogen,,
Kyphophora,,,
Lacellinopsis,,,
Laciniocladium,,,
Lagenomyces,,,
Lambdasporium,,,
Lambinonia,lichen_parasite,,
Laocoön,plant_pathogen,,
Lappodochium,,,
Lasiodiplodiella,,,
Lasiothyrium,,,
Lasmeniella,unspecified_saprotroph,,
Latericonis,,,
Lateriramulosa,,,
Laterispora,,,
Lawalreea,lichen_parasite,,
Lecaniocola,,,
Leeina,,,
Leightoniomyces,lichen_parasite,,
Lembuncula,,,
Lemkea,,,
Leprieurinella,,,
Leptascospora,plant_pathogen,,
Leptochlamys,,,
Leptodermella,,,
Leptophyllosticta,,,
Leptostromella,unspecified_saprotroph,,
Leptothyrella,unspecified_saprotroph,,
Leptothyrina,unspecified_saprotroph,,
Leucoconiella,,,
Leucoconis,,,
Leucodochium,,,
Leuliisinea,,,
Libertiella,unspecified_saprotroph,,
Lichenobactridium,lichen_parasite,,
Lichenohendersonia,lichen_parasite,,
Lichenopeziza,,,
Lichenophoma,lichen_parasite,,
Lichenopuccinia,lichen_parasite,,
Lichenostella,lichen_parasite,,
Linochorella,unspecified_pathotroph,,
Linodochium,,,
Listeromyces,,,
Lithopythium,,,
Lobatopedis,,,
Loliomyces,,,
Lomaantha,,,
Lomachashaka,,,
Ludwigomyces,,,
Luzfridiella,,,
Luxuriomyces,,,
Lysotheca,,,
Mackenziella,,,
Macroallantina,unspecified_saprotroph,,
Macrodiplodia,,,
Macrotrichum,,,
Mahabalella,,,
Manginella,,,
Mapletonia,,,
Margarinomyces,,,
Martinellisia,,,
Massalongina,,,
Matsushimiella,,,
Medusamyces,,,
Megalodochium,,,
Megaloseptoria,unspecified_saprotroph,,
Melanocephala,,,
Melophia,,,
Menidochium,,,
Mercadomyces,,,
Merismella,unspecified_saprotroph,,
Metadiplodia,,,
Metazythia,,,
Metazythiopsis,,,
Microblastosporon,,,
Microclava,,,
Microdiscula,,,
Microdothiorella,,,
Microhendersonula,,,
Micromastia,,,
Microperella,,,
Micropustulomyces,,,
Microtyle,,,
Microxyphiella,,,
Microxyphiopsis,,,
Mindoa,,,
Minteriella,,,
Minutophoma,lichen_parasite,,
Miricatena,,,
Mirimyces,,,
Monochaetiella,unspecified_pathotroph,,
Monochaetinula,,,
Monochaetopsis,,,
Monodia,,,
Monodidymaria,,,
Monodisma,,,
Monostichella,plant_pathogen,,
Moralesia,,,
Morrisographium,,,
Mucosetospora,,,
Muiogone,,,
Muirella,,,
Murogenella,,,
Mycelephas,,,
Mycocentrodochium,,,
Mycoënterolobium,,,
Mycohypallage,plant_pathogen,,
Mycopara,,,
Mycospraguea,,,
Mycosticta,,,
Mycotodea,,,
Mycousteria,,,
Myiocoprula,,,
Myriellina,,,
Myrmecomyces,,,
Myrotheciastrum,,,
Mystrosporiella,,,
Myxoparaphysella,,,
Myxosporidiella,,,
Myxostomellina,,,
Myxothyriopsis,,,
Myxothyrium,,,
Naemosphaera,,,
Naemosphaerella,,,
Nagrajia,,,
Nagrajomyces,,,
Nakatopsis,,,
Nanoschema,,,
Naothyrsium,,,
Necraphidium,,,
Nematographium,,,
Nemozythiella,,,
Neoalpakesa,,,
Neoarbuscula,,,
Neobarclaya,,,
Neodiplodina,,,
Neofuckelia,,,
Neoheteroceras,,,
Neojohnstonia,,,
Neoligniella,,,
Neomarssoniella,,,
Neomelanconium,,,
Neopeltis,,,
Neopericonia,,,
Neophoma,,,
Neopodoconis,,,
Neospegazzinia,,,
Neozythia,,,
Neottiospora,,,
Nidulispora,,,
Nigrolentilocus,unspecified_saprotroph,,
Nigromacula,lichen_parasite,,
Nigropuncta,lichen_parasite,,
Nosophloea,,,
Nothospora,,,
Novozymia,,,
Nummospora,,,
Nusia,,,
Nyctalospora,,,
Nypaella,,,
Obstipipilus,plant_pathogen,,
Octopodotus,,,
Odontodictyospora,,,
Oedothea,,,
Ojibwaya,,,
Omega,,,
Oncopodium,,,
Oncospora,unspecified_saprotroph,,
Oncosporella,,,
Oncostroma,,,
Oothyrium,,,
Ophiosira,,,
Orphanocoela,,,
Ostracoderma,,,
Ostracodermidium,,,
Oswaldina,plant_pathogen,,
Paathramaya,,,
Pachycladina,,,
Palawaniopsis,,,
Papilionospora,,,
Pappimyces,,,
Paraaoria,,,
Paraarthrocladium,,,
Parablastocatena,,,
Paraceratocladium,,,
Parachionomyces,,,
Paracryptophiale,,,
Paracytospora,,,
Paradendryphiopsis,,,
Paradidymobotryum,,,
Paradiplodia,,,
Paradischloridium,,,
Paradiscula,,,
Paraëpicoccum,,,
Parafulvia,,,
Parahaplotrichum,,,
Paraharknessia,,,
Parahyalotiopsis,,,
Paramassariothea,,,
Paramenisporopsis,,,
Parapericonia,,,
Parapericoniella,,,
Parapithomyces,,,
Parapyricularia,,,
Pararobillarda,,,
Parasphaeropsis,,,
Parastigmatellina,,,
Paratetraploa,,,
Paratomenticola,,,
Paratrichoconis,,,
Paraulocladium,,,
Paspalomyces,,,
Pazschkeella,unspecified_saprotroph,,
Patriciomyces,lichenized,,
Peethasthabeeja,,,
Pellionella,,,
Peltasterinostroma,,,
Peltasteropsis,,,
Peltistroma,,,
Peltistromella,,,
Peltosoma,,,
Peltostromellina,,,
Peltostromopsis,,,
Penzigomyces,,,
Perelegamyces,,,
Perizomella,,,
Pestalozziella,,,
Petrakiopsis,,,
Phacidiostromella,,,
Phacostroma,,,
Phacostromella,,,
Phaeoblastophora,,,
Phaeocandelabrum,,,
Phaeodiscula,,,
Phaeodomus,,,
Phaeohiratsukaea,,,
Phaeoidiomyces,,,
Phaeolabrella,,,
Phaeomonilia,,,
Phaeomonostichella,,,
Phaeophloeosporella,,,
Phaeophomopsis,,,
Phaeoschizotrichum,,,
Phaeosporobolus,lichen_parasite,,
Phaeostilbelloides,,,
Phaeothyrium,,,
Phaeotrichoconis,plant_pathogen,,
Phaeoxyphiella,unspecified_saprotroph,,
Phellostroma,,,
Phialogeniculata,unspecified_saprotroph,,
Phialophaeoisaria,,,
Phialostele,,,
Phloeosporina,,,
Phlyctaeniella,,,
Phomachora,,,
Phomachorella,,,
Phomatosporella,,,
Phomyces,,,
Phragmoconidium,,,
Phragmopeltis,,,
Phragmospathula,,,
Phragmospathulella,,,
Phthora,,,
Phylloedium,,,
Phyllohendersonia,,,
Physalidiella,,,
Physalidiopsis,,,
Piggotia,plant_pathogen,,
Pinatubo,,,
Piperivora,,,
Piricaudilium,,,
Piricaudiopsis,,,
Pirispora,,,
Pirostomella,,,
Pithosira,,,
Pittostroma,,,
Placella,,,
Placodiplodia,,,
Placonema,,,
Placonemina,,,
Placosphaerina,,,
Placothea,,,
Placothyrium,,,
Plagiostigmella,,,
Plasia,unspecified_saprotroph,,
Plectonaemella,wood_saprotroph,,
Plectopeltis,,,
Plectophomopsis,,,
Plectopycnis,,,
Plectosira,,,
Plectronidiopsis,,,
Plectronidium,,,
Plenocatenulis,,,
Plenophysa,,,
Plenozythia,,,
Plenotrichopsis,,,
Plenotrichum,,,
Pleocouturea,,,
Plesiospora,,,
Pleurodiscula,,,
Pleurodomus,,,
Pleuropedium,,,
Pleurophomopsis,unspecified_saprotroph,,
Pleuroplaconema,,,
Pleuroplacosphaeria,,,
Pleurothyriella,,,
Pleurovularia,,,
Pocillopycnis,,,
Podoplaconema,unspecified_saprotroph,,
Podosporiella,,,
Podosporiopsis,,,
Podosporium,,,
Poikilosperma,,,
Polybulbophiale,,,
Polychaetella,unspecified_saprotroph,,
Polycladium,,,
Polydesmus,,,
Polyetron,,,
Polyrostrata,,,
Polystomellomyces,,,
Polystratorictus,,,
Polytretophora,,,
Porocladium,,,
Poropeltis,,,
Porophilomyces,,,
Porosubramaniania,,,
Porrectotheca,,,
Potamomyces,,,
Proboscispora,,,
Protostegiomyces,,,
Protostroma,,,
Pseudoanguillospora,,,
Pseudoaristastoma,,,
Pseudoasperisporium,,,
Pseudobasidiospora,,,
Pseudocanalisporium,,,
Pseudocenangium,,,
Pseudochuppia,,,
Pseudoconium,,,
Pseudocytoplacosphaeria,,,
Pseudocytospora,,,
Pseudodichomera,,,
Pseudodidymaria,,,
Pseudodiscula,,,
Pseudofuscophialis,,,
Pseudogaster,wood_saprotroph,,
Pseudographiella,,,
Pseudohepatica,,,
Pseudomicrodochium,,,
Pseudoneottiospora,,,
Pseudopatellina,,,
Pseudopeltistroma,,,
Pseudoperitheca,,,
Pseudopetrakia,,,
Pseudophloeosporella,,,
Pseudophragmotrichum,,,
Pseudopolystigmina,,,
Pseudoramularia,,,
Pseudorhizopogon,,,
Pseudoschizothyra,,,
Pseudostegia,,,
Pseudozythia,,,
Pseudothyrium,,,
Pseudotorula,,,
Pseudotracylla,,,
Pseudotrichoconis,,,
Psilosphaeria,,,
Pteromycula,,,
Pterulopsis,,,
Pterygosporopsis,,,
Pucciniospora,,,
Pullospora,,,
Pulvinella,,,
Punctillina,,,
Pycmaeosphaera,,,
Pycnidioarxiella,,,
Pycnidiopeltis,,,
Pycnis,,,
Pycnodactylus,,,
Pycnodallia,,,
Pycnoharknessia,,,
Pycnomma,,,
Pycnomoreletia,,,
Pycnopsammina,lichen_parasite,,
Pycnoseynesia,,,
Pycnothera,,,
Pycnothyriella,,,
Pycnothyrium,,,
Pyramidospora,,,
Pyrenyllium,,,
Pyrgostroma,,,
Pyripnomyces,,,
Quadracaea,,,
Quadricladium,,,
Quasidiscus,,,
Queenslandia,plant_pathogen,,
Quezelia,,,
Raciborskiomyces,plant_pathogen,,
Radiatispora,,,
Raizadenia,,,
Ramakrishnanella,,,
Ramicapitulum,,,
Ramicephala,,,
Ramoconidiifera,,,
Redbia,,,
Refractohilum,lichen_parasite,,
Repetoblastiella,,,
Rhabdoclema,,,
Rhabdogloeopsis,plant_pathogen,,
