OTU_ID,Bal1,Bal5,Bal6,Bal8,CC10,CC7,CC8,Can2,DY1,Bal2,Bal3,Bal4,Bal7,CC2,DY3,Bal11,Bal9,CC1,Can1,DP2,DP3,DP4,DP6,DP7,DY2,DY5,DY4,CC3,CC9,DY6,Bal10,DP5,CC11,CC4,DP1,DY7,Can5,Can6,Can3,Can4
5876b9216c48f71196b25d4d73cffae223bffd53,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,87,11692,0,165,0,0,0,0,0,0,0,0,0,0,0,0,263,0,19650,84,192,72
25ab63d1e0309e820735a1f22e869fe51fd711f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30091,0,0,0,0,0
a968e85fd282cbfbabfc4eadd6f060da631ac0f4,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,29148
562e3dd68b89cde30bae2e78211cde2454ea6170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24348,258,1520,0,0,0,0,0,0,0,0,0,0,0,0,0
3fb40dfd95262d976ecb180e7b7f3cf8c1099dda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24244,0,989
b70dbcf3e3c32a5524fe9c752a770579e17a42a3,0,0,0,824,0,0,0,5295,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8885,0,0,0,0,0,0,0,0,0,0,5336,4543
7376580a40d847d164d970b840f3fe4f6cb6661e,0,0,0,0,0,0,0,17881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6696,0
2420716f4cc0774253dfdb96efceec8524061a1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,4090,9863,9445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50bee8615a2c7f37b2f41dbf5e4a9632887970c2,0,0,0,0,0,0,0,22397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0
bdcf41cb4cf7d9547301b8f627ea1b66b5cb9016,249,0,0,0,0,1322,0,397,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,199,0,0,0,0,0,0,1788,0,0,0,0,11142,0,5083,1567
9189042848f8511a795d656e132d15708a0b768f,0,0,0,0,0,0,0,21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb84976162f2a88e60b002bffee30d69bd5b361b,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,76,0,0,12203,1632,5110,0,0,690,0,0,423,0,0,0,0,0,0,0,0,0,0
24a7564f31f323572ab2f99d2a34c1a88c3e7c03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,19873,0,0,0,0,0,0,0,0
8f411e3fb01f50e47ea3ef232a867677bebb19fc,0,0,0,0,0,0,0,4763,578,529,0,0,869,0,0,465,0,0,0,1813,95,466,0,6240,0,0,0,542,0,0,0,0,0,0,0,0,3115,187,192,140
95ea39475ce675bf432574a95ecea491770c3024,0,0,0,4807,0,15001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7098901752b272ce22a6da7b9a998e2cee3b8dae,0,0,0,0,0,0,0,0,13884,0,0,0,0,0,0,0,0,0,105,0,0,1194,0,0,0,243,1358,0,0,1651,0,0,0,0,0,699,0,0,0,0
a931ad13e23838c4ba650e9396352c4df649850f,0,0,0,0,0,0,0,0,0,0,0,19238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481ebe9f02e04f1c2b81394ebd4bcfb8e0e3aa91,397,113,149,128,2255,164,0,0,0,6195,238,116,0,404,0,0,271,0,0,0,0,0,0,0,0,0,0,6663,98,0,0,0,0,553,0,0,0,0,0,0
d8f671cf875e74ff3a2e4197ef0d1a803e3c3f51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,116,229,0,0,0,0,0,0,0,620,0,0,0,14682,779,0,0,0,0,0,0,0,0,0,0
9844723ca061be48e02020123ffb9cb667ea4218,0,0,0,16598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792a775e81e69b81ac02eabf1c84d0d5e74fd2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5988017a198c2cf03d9a21e45c6e81a42f6a760d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15046
fcf6642261e836a14d1e996e9d19f5b5d5d633f9,484,0,0,0,0,0,0,4310,307,0,229,0,0,0,0,190,0,0,615,0,67,0,0,0,422,274,1471,0,133,1139,219,86,0,0,0,0,197,1964,1363,412
97d5b0c6e601e67a94304a9a3ec9239cf9db03aa,0,0,0,0,0,0,0,0,6174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,480,4347,0,0,2771,0,0,0,0,0,214,0,0,0,0
891ef8c0d9f313b81d9974e979fe6d97d2e96ea0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12843,0,0,0,916,0,0,0,0,0,0,0
c7daa587ed11b1a453c9b5363916eaa149b45226,0,0,0,0,0,13837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8732bd07c1616a3a0323517a184998be40f0887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,0,0,0,0,0,0,0,11644,0,0,0,0,0,0,0,0
7a3f476a3db6c42374745d40ed5e634cc171102b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13494,0,0
daf41f716c53029c4ad08ff31bcee590094bb03d,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13431,0,0,0,0,0,0,0,0,0
2f8dc08e23f552035c6d14b960438fec27f18ee6,341,116,0,0,172,204,0,757,241,304,3305,443,0,3235,68,0,0,0,178,0,163,0,0,141,207,0,614,0,306,383,0,157,0,89,78,0,0,349,438,149
dcfa37b7a99eb6b7ff4c2514daa52ca9662521a3,0,77,12062,0,0,0,0,206,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5362111c6a9494f6970126905b1c336f40234cef,0,0,0,1239,0,0,0,0,0,0,0,11216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee1a717759eba033ddc930f4ac75428718ebc0b8,0,0,0,0,12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ed1fbd9c8a9aca4dd6b533e871a9e7d408c9cdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0
fa5bf7d6e045cacbd1a4076f7eed74ccfe874913,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10757,0,0,0,0,0,0,0
6ac9f0e9898a0459a39e07006515853bde33a3b7,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,6421,0,0,0,0,0,0,0,0,0,0,0,680,0,0,1219,0,0,0,0,0,0,0,0,0,0
6be647621084f5f5b30470c8098c39edea54f581,0,0,0,194,0,1338,0,834,282,0,0,0,0,0,0,1288,0,0,0,871,2873,175,0,413,408,0,604,0,0,250,0,144,80,0,0,0,0,126,181,251
9c8d50d9add397f0915da3fd23773f9f30ddad40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10826,0
d8417e72bd78d4f76efb6da72c2daa68d88638e7,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9291,0,0,0,0,0,0,0,0,0,0
f8461c2025c7ddc77f30d0a7be6bc54ad3a95609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339aced1d2a8532b6784672c412f2f0df364e69d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10457,0,0,0,0,0
f446b277f8a321874a09d3db3ab6f6479da96404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
dfd5165b7a04d2f692453fc2fe7d4aea21569c8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8826,0,0
0a5637891e6e9ed26af41cfb973089c44fc7f9b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7250,0,0,0,0,1236,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0
d4621cf9b4e07bf93772ed42a134df0b23cad61e,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,281,0,0,0,0,0,0,0,282,6428,0,0,771,0,0,0,0,0,345,0,0,0,0
c42434fb810297406ca4b81bb9d6b9a2f2e767b0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,34,0,0,6531,0,0,0,0,959,0,0,401,0,202,0,0,0,0,0,105,0,0
3f4b0769078bf7c27eba383d115a46d29e905d26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,0,0,4600,0,0,0,0,0,0,102,213,470,0,0,0,0,0,0,0,0,0,0,0,0,0
c747c68ac7ad69ae45e6fb08abe574b3a8bd712a,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,7672,0,0,0,0,0,0,0,0,0,0,0,0
8a924dc1a534d8e08eb035285a8ee6c402f84997,0,0,0,0,0,1519,0,0,0,0,0,265,0,0,284,0,0,438,0,0,0,0,0,0,0,0,389,0,3094,97,0,0,1319,726,0,0,0,0,0,0
5dde36be0fd2d021182ede868c2752c8e1bf55c5,0,0,0,0,0,332,0,0,648,0,0,0,0,0,170,160,0,0,0,0,0,0,0,0,0,113,6644,0,0,99,0,0,0,0,0,0,0,0,0,0
433c2a4d5d66f8de3ed8577b4396d38c107a46ec,0,0,0,0,0,0,0,739,0,0,0,720,832,0,0,0,452,0,0,212,2176,132,0,259,100,0,0,202,0,0,0,0,0,0,166,0,0,0,1650,311
a5cb19e0e011db29aa6584b90df33a09dd6b0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7884,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0
abdcafc637a340ea76c4b870d178f7594805163e,0,0,0,0,0,0,0,3657,0,0,0,0,0,0,75,0,0,0,0,667,873,0,177,0,520,0,0,0,0,0,0,0,0,1806,158,0,0,0,0,0
66d11c87fa41000810189e243e093232e92540c8,364,167,0,162,2880,566,360,0,524,0,132,120,0,0,60,0,0,0,0,143,83,0,0,0,479,112,310,0,105,344,0,0,0,0,0,0,123,0,0,0
7f5463063b6d8346da8e2e27e9b854074cb771e2,0,0,0,147,0,0,0,0,795,0,4099,0,0,146,435,863,0,0,30,0,0,0,0,177,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad2d068203d31196a5715bc6bea794516eca4f71,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,2530,677
291ce85657ca257e483671e0ded2c6f83749c631,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,4435,0,0,0,683,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,878,0
fe3cf30a6f8e25548beff742f78a0a5d416637e2,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,570,4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,162,50
27d4881335ad511c02da784371422802e55bf62c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deb9f15ec993a369a7f864a036bf6af1c88af7ab,0,0,0,0,0,4961,0,425,0,0,0,0,0,0,73,0,0,0,194,280,90,0,0,0,0,0,202,0,0,88,0,0,0,0,0,0,0,0,0,80
734a727699666554c31f99dc32763d45260ac3a7,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,6743,0,0,0,0,0,0,0,0,0
f1c31c87b96f8fdc4e39d825d3d8e1efedcd6e4b,0,0,0,0,0,0,0,0,0,0,0,6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470a977a3c58da5dc036e2a673c98544c41ea5ee,0,0,0,0,0,0,6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b785cf8342ac67acf6be6ee47e4c3c558c63f5dc,0,486,0,299,171,153,0,0,352,503,823,234,0,136,0,561,60,0,0,0,44,0,0,0,443,0,1225,0,0,559,0,0,0,0,0,0,0,0,0,0
009e85b8367961b0e67eeb6ac911cabd1994dcbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,0,0
