OTU_ID,abundance,phylum,class,order,family,genus,species,evalue,coverage,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage,similarity
9c8d50d9add397f0915da3fd23773f9f30ddad40,10827,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp,1.65e-87,94.52054794520548,ectomycorrhizal,short-distance_delicate,/sebacina,94.686
0a5637891e6e9ed26af41cfb973089c44fc7f9b4,8694,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_sp,1.52e-127,100,ectomycorrhizal,medium-distance_smooth,/russula-lactarius,97.07
291ce85657ca257e483671e0ded2c6f83749c631,7500,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,3.88e-102,99.54128440366972,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,97.696
734a727699666554c31f99dc32763d45260ac3a7,7130,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,Ruhlandiella_sp,1.29e-81,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,97.727
f1c31c87b96f8fdc4e39d825d3d8e1efedcd6e4b,6992,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,Descomyces_sp,4.75e-101,99.09502262443439,ectomycorrhizal,short-distance_delicate,/descolea,97.26
dcb5d90766bddda2fdd57c5b537b9a54a9cebbe7,5789,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,Ruhlandiella_sp,4.59e-81,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,97.191
ab8cb994018534de008d08cf446c56a025eb083f,5707,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,3.23e-103,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,97.738
d78a8fa8ead63852cb21f6bb43c98b71a097f2d7,5629,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,4.72e-101,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,97.26
93b8e107cf51c909f8d497982762c5537b3c5dc4,5433,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,1.19e-108,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,99.543
67056c7aa8e48487ae679a7c910271fc15aa32b5,5009,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,Hysterangium_sp,7.42e-85,100,ectomycorrhizal,mat,/hysterangium,97.802
1b2deb24cd1847bd3b8acf3af95a6cbc1196763b,4545,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_ionocaulis,2.83e-78,100,ectomycorrhizal,short-distance_delicate,/inocybe,91.866
9c1bd1eb2a3c11d59722e2350efa9d82278e5d23,3376,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp,1.13e-95,100,ectomycorrhizal,short-distance_delicate,/sebacina,98.985
bd42e5f4c279b2dde467d52313325fc817519c0f,3020,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,Descomyces_sp,6.17e-106,100,ectomycorrhizal,short-distance_delicate,/descolea,98.63
5df152eb6ba25a29981103762bf0a05bbfd49078,2784,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora_sp,3.96e-102,99.55357142857143,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,97.309
f5a57b06d74b3e2346d6adaff7394a9d10502730,2633,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,Ruhlandiella_sp,4e-88,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,100
fb93a8769f5f04ba6d5386745ad6f9a28dea4eb7,2593,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,Ruhlandiella_sp,5.24e-74,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,94.413
3fbb56c7ef9ccfcf0e7486dc736296a46310b78f,2490,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descolea,Descolea_maculata,1.17e-108,99.53917050691244,ectomycorrhizal,short-distance_delicate,/descolea,100
5db3bce9bfb7fc22dcaa2d406b73870030921a13,2343,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,1.09e-102,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,98.14
e8eaf7a41095a8559307217931a8b12dc4810aa5,2228,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,Ruhlandiella_reticulata,2.41e-84,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,100
997fc4446ca3df52516532e0a6ba58ba920d0219,2125,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,Ruhlandiella_sp,4.56e-81,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,97.191
fe106e14e41ad9a7607e1b0769d9a13aad107572,1946,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Timgrovea,Timgrovea_sp,1.71e-81,100,ectomycorrhizal,short-distance_delicate,/descolea,90.991
d9a67ed9ab317cad55209bb1cef411287844d4d5,1804,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,2.82e-91,98.18181818181819,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,94.907
be0f73a6a40e5925dac5275c7db8df6f0787fe74,1723,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_sp,1.17e-82,96.44670050761421,ectomycorrhizal,short-distance_delicate,/inocybe,95.789
471e4995becde4f1dc04c8bc338ffd00fc0006af,1643,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp,1.19e-95,100,ectomycorrhizal,short-distance_delicate,/sebacina,97.101
8e61aa36d531efc1334be220a0a27c2267b75bf7,1346,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Phaeohelotium,Phaeohelotium_succineoguttulatum,7.02e-65,100,ectomycorrhizal,short-distance_delicate,/phaeohelotium,97.241
4c1e67af17111fbd4dd91e19a7d767043d7278d5,1264,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,7.01e-99,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,96.33
ad9a8cef5e105d4b8cff5d004816de2aee2f9f90,1055,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,1.45e-107,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,99.087
dd8e2d32c4abb445399a93395823fbdf11340dae,1010,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Scleroderma_areolatum,1.02e-103,100,ectomycorrhizal,long-distance,/pisolithus-scleroderma,93.776
e89d53e92d5c7304b770b4a2a457c791c353c46d,981,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_sp,1.33e-134,100,ectomycorrhizal,medium-distance_smooth,/russula-lactarius,98.897
6951682921629f0b512abd7ddedf1b76511c3122,848,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora_sp,1.13e-102,99.55156950672645,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,96.847
afdf85fd1fcdfab7b4a928b8f2199fa64d06c40a,815,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora_sp,1.8e-106,99.55156950672645,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,98.198
499cc839023dacaa72ba16325ce14235c8105b81,780,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,4.63e-82,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,90.868
f509ab5b5f0f37ff22bfdcb2d40ae32059a9c9bc,725,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,1.27e-95,99.54545454545455,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,95.434
b7c6b97596170724999945525deff2d2d6732445,651,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,Elaphomyces_sp,3.55e-82,99.41520467836257,ectomycorrhizal,short-distance_delicate,/elaphomyces,99.412
894c4fb92228ffacd713584f32f4f0a2d4e0bc47,461,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_sp,4.45e-101,99.03381642512076,ectomycorrhizal,short-distance_delicate,/inocybe,99.512
1fdebebebe29b58f4c1a5353a7a35dbfaa7596ca,417,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,2.17e-105,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,98.182
7f95f0ad1d57f3f8244a91627028ab1626ff547e,368,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp,3.92e-76,99.49748743718592,ectomycorrhizal,short-distance_delicate,/sebacina,92.424
c038649a95977f2de85ab5f8e0f81ca08d8c04ec,357,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,Hysterangium_sp,2.57e-84,100,ectomycorrhizal,mat,/hysterangium,97.79
8650ed3b377583a3388bb73c2899bad7d0000880,282,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,9.07e-104,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,98.157
de24da17e22484d7722f1325ec6ff9f66162ea24,272,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,4.7e-101,99.08675799086758,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,97.235
c57b96f8fbf21d07e22b579a723ebc276fddf274,257,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,4.78e-114,100,ectomycorrhizal,contact,/russula-lactarius,98.718
0721a0cf110088ba59b216a78f75841c89ffb72b,249,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,1.66e-100,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,97.248
eb1dcb206ded77c5c2597a21c11518e1da6d0b56,244,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_sp,3.03e-103,100,ectomycorrhizal,medium-distance_fringe,/cortinarius,99.522
0d4f9999af43e02000a5e51d07b77f4bac12989b,236,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp,7.45e-86,98.19004524886877,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,92.166
016406017124be0e9bb82f9247eb9f39011a3a46,196,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_sp,2.82e-130,100,ectomycorrhizal,medium-distance_smooth,/russula-lactarius,98.868
9e7cd800a9f16c30ec1e7035d5ef30552b69ae2a,191,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Chondrogaster,Chondrogaster_sp,1.01e-89,100,ectomycorrhizal,mat,/hysterangium,98.429
